row,column,easting_m,northing_m,center_classification_evidence
635,1569,126089.81329282,-2379596.102480766,water_agreement_all_years
635,1570,127089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1571,128089.81329282,-2379596.102480766,water_agreement_all_years
635,1572,129089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1573,130089.81329282,-2379596.102480766,mixed_or_disagreeing
635,1574,131089.81329282,-2379596.102480766,mixed_or_disagreeing
636,1492,49089.81329282001,-2380596.102480766,mixed_or_disagreeing
636,1493,50089.81329282001,-2380596.102480766,water_agreement_all_years
636,1494,51089.81329282001,-2380596.102480766,mixed_or_disagreeing
636,1495,52089.81329282001,-2380596.102480766,water_agreement_all_years
636,1496,53089.81329282001,-2380596.102480766,water_agreement_all_years
636,1497,54089.81329282001,-2380596.102480766,mixed_or_disagreeing
636,1498,55089.81329282001,-2380596.102480766,mixed_or_disagreeing
636,1499,56089.81329282001,-2380596.102480766,mixed_or_disagreeing
636,1501,58089.81329282001,-2380596.102480766,mixed_or_disagreeing
636,1541,98089.81329282,-2380596.102480766,water_agreement_all_years
636,1542,99089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1547,104089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1548,105089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1549,106089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1550,107089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1551,108089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1552,109089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1553,110089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1554,111089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1555,112089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1556,113089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1557,114089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1558,115089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1559,116089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1560,117089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1561,118089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1562,119089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1563,120089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1564,121089.81329282,-2380596.102480766,water_agreement_all_years
636,1565,122089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1566,123089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1567,124089.81329282,-2380596.102480766,water_agreement_all_years
636,1568,125089.81329282,-2380596.102480766,water_agreement_all_years
636,1569,126089.81329282,-2380596.102480766,water_agreement_all_years
636,1570,127089.81329282,-2380596.102480766,water_agreement_all_years
636,1571,128089.81329282,-2380596.102480766,water_agreement_all_years
636,1572,129089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1573,130089.81329282,-2380596.102480766,water_agreement_all_years
636,1574,131089.81329282,-2380596.102480766,mixed_or_disagreeing
636,1575,132089.81329282,-2380596.102480766,land_agreement_all_years
637,1487,44089.81329282001,-2381596.102480766,water_agreement_all_years
637,1492,49089.81329282001,-2381596.102480766,water_agreement_all_years
637,1493,50089.81329282001,-2381596.102480766,water_agreement_all_years
637,1494,51089.81329282001,-2381596.102480766,water_agreement_all_years
637,1495,52089.81329282001,-2381596.102480766,mixed_or_disagreeing
637,1496,53089.81329282001,-2381596.102480766,water_agreement_all_years
637,1497,54089.81329282001,-2381596.102480766,mixed_or_disagreeing
637,1541,98089.81329282,-2381596.102480766,water_agreement_all_years
637,1542,99089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1547,104089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1548,105089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1549,106089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1550,107089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1551,108089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1552,109089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1553,110089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1554,111089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1555,112089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1556,113089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1557,114089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1558,115089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1559,116089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1560,117089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1561,118089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1562,119089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1563,120089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1564,121089.81329282,-2381596.102480766,water_agreement_all_years
637,1565,122089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1566,123089.81329282,-2381596.102480766,water_agreement_all_years
637,1567,124089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1568,125089.81329282,-2381596.102480766,water_agreement_all_years
637,1569,126089.81329282,-2381596.102480766,water_agreement_all_years
637,1570,127089.81329282,-2381596.102480766,water_agreement_all_years
637,1571,128089.81329282,-2381596.102480766,water_agreement_all_years
637,1572,129089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1573,130089.81329282,-2381596.102480766,mixed_or_disagreeing
637,1574,131089.81329282,-2381596.102480766,mixed_or_disagreeing
638,1486,43089.81329282001,-2382596.102480766,water_agreement_all_years
638,1487,44089.81329282001,-2382596.102480766,water_agreement_all_years
638,1488,45089.81329282001,-2382596.102480766,water_agreement_all_years
638,1489,46089.81329282001,-2382596.102480766,water_agreement_all_years
638,1490,47089.81329282001,-2382596.102480766,water_agreement_all_years
638,1492,49089.81329282001,-2382596.102480766,water_agreement_all_years
638,1493,50089.81329282001,-2382596.102480766,water_agreement_all_years
638,1494,51089.81329282001,-2382596.102480766,mixed_or_disagreeing
638,1495,52089.81329282001,-2382596.102480766,mixed_or_disagreeing
638,1496,53089.81329282001,-2382596.102480766,mixed_or_disagreeing
638,1497,54089.81329282001,-2382596.102480766,mixed_or_disagreeing
638,1540,97089.81329282,-2382596.102480766,water_agreement_all_years
638,1541,98089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1542,99089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1547,104089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1548,105089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1549,106089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1550,107089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1551,108089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1552,109089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1553,110089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1554,111089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1555,112089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1556,113089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1557,114089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1558,115089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1559,116089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1560,117089.81329282,-2382596.102480766,water_agreement_all_years
638,1561,118089.81329282,-2382596.102480766,water_agreement_all_years
638,1562,119089.81329282,-2382596.102480766,water_agreement_all_years
638,1563,120089.81329282,-2382596.102480766,water_agreement_all_years
638,1564,121089.81329282,-2382596.102480766,water_agreement_all_years
638,1565,122089.81329282,-2382596.102480766,water_agreement_all_years
638,1566,123089.81329282,-2382596.102480766,water_agreement_all_years
638,1567,124089.81329282,-2382596.102480766,water_agreement_all_years
638,1568,125089.81329282,-2382596.102480766,water_agreement_all_years
638,1569,126089.81329282,-2382596.102480766,water_agreement_all_years
638,1570,127089.81329282,-2382596.102480766,water_agreement_all_years
638,1571,128089.81329282,-2382596.102480766,water_agreement_all_years
638,1572,129089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1573,130089.81329282,-2382596.102480766,mixed_or_disagreeing
638,1574,131089.81329282,-2382596.102480766,mixed_or_disagreeing
639,1486,43089.81329282001,-2383596.102480766,water_agreement_all_years
639,1487,44089.81329282001,-2383596.102480766,water_agreement_all_years
639,1488,45089.81329282001,-2383596.102480766,water_agreement_all_years
639,1489,46089.81329282001,-2383596.102480766,water_agreement_all_years
639,1490,47089.81329282001,-2383596.102480766,mixed_or_disagreeing
639,1491,48089.81329282001,-2383596.102480766,water_agreement_all_years
639,1492,49089.81329282001,-2383596.102480766,water_agreement_all_years
639,1493,50089.81329282001,-2383596.102480766,water_agreement_all_years
639,1494,51089.81329282001,-2383596.102480766,water_agreement_all_years
639,1495,52089.81329282001,-2383596.102480766,mixed_or_disagreeing
639,1496,53089.81329282001,-2383596.102480766,mixed_or_disagreeing
639,1497,54089.81329282001,-2383596.102480766,mixed_or_disagreeing
639,1540,97089.81329282,-2383596.102480766,water_agreement_all_years
639,1541,98089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1547,104089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1548,105089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1549,106089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1550,107089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1551,108089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1552,109089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1553,110089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1554,111089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1555,112089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1556,113089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1557,114089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1558,115089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1559,116089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1560,117089.81329282,-2383596.102480766,water_agreement_all_years
639,1561,118089.81329282,-2383596.102480766,water_agreement_all_years
639,1562,119089.81329282,-2383596.102480766,water_agreement_all_years
639,1563,120089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1564,121089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1565,122089.81329282,-2383596.102480766,water_agreement_all_years
639,1566,123089.81329282,-2383596.102480766,water_agreement_all_years
639,1567,124089.81329282,-2383596.102480766,water_agreement_all_years
639,1568,125089.81329282,-2383596.102480766,water_agreement_all_years
639,1569,126089.81329282,-2383596.102480766,water_agreement_all_years
639,1570,127089.81329282,-2383596.102480766,water_agreement_all_years
639,1571,128089.81329282,-2383596.102480766,mixed_or_disagreeing
639,1572,129089.81329282,-2383596.102480766,mixed_or_disagreeing
640,1486,43089.81329282001,-2384596.102480766,water_agreement_all_years
640,1488,45089.81329282001,-2384596.102480766,water_agreement_all_years
640,1489,46089.81329282001,-2384596.102480766,water_agreement_all_years
640,1490,47089.81329282001,-2384596.102480766,water_agreement_all_years
640,1491,48089.81329282001,-2384596.102480766,water_agreement_all_years
640,1492,49089.81329282001,-2384596.102480766,water_agreement_all_years
640,1493,50089.81329282001,-2384596.102480766,water_agreement_all_years
640,1494,51089.81329282001,-2384596.102480766,mixed_or_disagreeing
640,1495,52089.81329282001,-2384596.102480766,mixed_or_disagreeing
640,1496,53089.81329282001,-2384596.102480766,water_agreement_all_years
640,1497,54089.81329282001,-2384596.102480766,mixed_or_disagreeing
640,1539,96089.81329282,-2384596.102480766,water_agreement_all_years
640,1540,97089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1541,98089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1544,101089.81329282,-2384596.102480766,water_agreement_all_years
640,1545,102089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1546,103089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1547,104089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1548,105089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1549,106089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1550,107089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1551,108089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1552,109089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1553,110089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1554,111089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1555,112089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1556,113089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1557,114089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1558,115089.81329282,-2384596.102480766,mixed_or_disagreeing
640,1559,116089.81329282,-2384596.102480766,water_agreement_all_years
640,1560,117089.81329282,-2384596.102480766,water_agreement_all_years
640,1561,118089.81329282,-2384596.102480766,water_agreement_all_years
640,1562,119089.81329282,-2384596.102480766,water_agreement_all_years
640,1563,120089.81329282,-2384596.102480766,water_agreement_all_years
640,1564,121089.81329282,-2384596.102480766,water_agreement_all_years
640,1565,122089.81329282,-2384596.102480766,water_agreement_all_years
640,1566,123089.81329282,-2384596.102480766,water_agreement_all_years
640,1567,124089.81329282,-2384596.102480766,water_agreement_all_years
640,1568,125089.81329282,-2384596.102480766,water_agreement_all_years
640,1569,126089.81329282,-2384596.102480766,water_agreement_all_years
640,1570,127089.81329282,-2384596.102480766,water_agreement_all_years
640,1571,128089.81329282,-2384596.102480766,mixed_or_disagreeing
641,1485,42089.81329282001,-2385596.102480766,water_agreement_all_years
641,1486,43089.81329282001,-2385596.102480766,water_agreement_all_years
641,1487,44089.81329282001,-2385596.102480766,water_agreement_all_years
641,1489,46089.81329282001,-2385596.102480766,water_agreement_all_years
641,1490,47089.81329282001,-2385596.102480766,water_agreement_all_years
641,1491,48089.81329282001,-2385596.102480766,water_agreement_all_years
641,1492,49089.81329282001,-2385596.102480766,water_agreement_all_years
641,1493,50089.81329282001,-2385596.102480766,mixed_or_disagreeing
641,1494,51089.81329282001,-2385596.102480766,mixed_or_disagreeing
641,1495,52089.81329282001,-2385596.102480766,mixed_or_disagreeing
641,1496,53089.81329282001,-2385596.102480766,water_agreement_all_years
641,1497,54089.81329282001,-2385596.102480766,mixed_or_disagreeing
641,1538,95089.81329282,-2385596.102480766,water_agreement_all_years
641,1539,96089.81329282,-2385596.102480766,water_agreement_all_years
641,1540,97089.81329282,-2385596.102480766,water_agreement_all_years
641,1541,98089.81329282,-2385596.102480766,land_agreement_all_years
641,1542,99089.81329282,-2385596.102480766,water_agreement_all_years
641,1543,100089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1544,101089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1545,102089.81329282,-2385596.102480766,water_agreement_all_years
641,1546,103089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1547,104089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1548,105089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1549,106089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1550,107089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1551,108089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1552,109089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1553,110089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1554,111089.81329282,-2385596.102480766,mixed_or_disagreeing
641,1555,112089.81329282,-2385596.102480766,mixed_or_disagreeing
