scenario,year,from_core,to_core,path_length_km,cost_raw
veg_balanced,2012,40,45,136.89444430272667,299091.75
veg_balanced,2012,41,43,93.88225099390965,276021.90625
veg_balanced,2012,41,45,147.5218613006976,415009.625
veg_balanced,2012,42,50,51.41421356237216,95022.234375
veg_balanced,2012,43,45,25.5563491861035,73489.4453125
veg_balanced,2012,43,49,146.65685424948933,340498.90625
veg_balanced,2012,45,49,111.79898987322453,254831.71875
veg_balanced,2012,45,50,275.3208511739146,512173.25
veg_balanced,2012,45,53,268.84062043356676,690801.8125
veg_balanced,2012,49,53,125.1421356237373,359500.125
veg_balanced,2012,50,53,259.906637611552,640987.0625
veg_balanced,2016,1,9,99.6984848098409,134277.71875
veg_balanced,2016,1,13,209.52186130069634,303108.875
veg_balanced,2016,1,17,243.3969696196732,373830.21875
veg_balanced,2016,9,13,26.38477631084542,46481.77734375
veg_balanced,2016,9,17,56.65685424949857,94059.4453125
veg_balanced,2016,13,17,101.32590180780845,154541.0
veg_balanced,2016,17,24,32.07106781186833,56723.33203125
veg_balanced,2016,18,24,9.41421356237589,24805.3671875
veg_balanced,2016,18,28,153.4852813742377,266926.75
veg_balanced,2016,18,33,117.98275605729712,193603.90625
veg_balanced,2016,24,28,21.00000000000093,33950.2734375
veg_balanced,2016,24,33,39.69848480983566,62942.08984375
veg_balanced,2016,24,38,104.72792206135956,168877.484375
veg_balanced,2016,26,27,108.56854249492929,204681.828125
veg_balanced,2016,26,31,24.313708498989804,47066.75390625
veg_balanced,2016,26,32,117.98275605729711,258412.015625
veg_balanced,2016,27,30,207.1837661840775,353625.34375
veg_balanced,2016,27,31,317.9238815542363,644522.0
veg_balanced,2016,27,32,443.30865786508275,915499.9375
veg_balanced,2016,27,41,159.02438661764157,283881.625
veg_balanced,2016,28,33,22.656854249499396,37535.6171875
veg_balanced,2016,28,38,35.556349186098664,68052.3671875
veg_balanced,2016,30,36,30.99999999999907,56857.703125
veg_balanced,2016,30,40,136.68124086712865,227381.0
veg_balanced,2016,30,41,169.9066376115501,309789.125
veg_balanced,2016,31,32,64.72792206135018,123799.609375
veg_balanced,2016,33,38,39.69848480982989,67194.828125
veg_balanced,2016,36,40,63.84062043356528,118513.6015625
