flare_id,country,latitude,longitude,location,field_type
s_18369c,United States,31.63380161,-101.9087479,ONSHORE,OIL
s_18420a,United States,31.15187579,-101.2162272,ONSHORE,OIL
s_18420b,United States,31.14913489,-101.2250549,ONSHORE,OIL
s_18422,United States,31.57224598,-101.9171493,ONSHORE,OIL
s_18436,United States,31.68313448,-101.8027858,ONSHORE,OIL
s_18466,United States,31.88451671,-101.8914103,ONSHORE,OIL
s_18513,United States,31.45633119,-101.5424716,ONSHORE,OIL
s_18580,United States,31.3412757,-101.7291323,ONSHORE,OIL
s_18624,United States,31.99266919,-101.7805016,ONSHORE,OIL
s_18685,United States,31.45066275,-101.8315512,ONSHORE,OIL
s_18691,United States,31.47125622,-101.7448606,ONSHORE,OIL
s_18791,United States,31.46255808,-101.6796207,ONSHORE,OIL
s_18823,United States,31.51522455,-101.6764476,ONSHORE,OIL
s_19030a,United States,31.58953671,-101.8835073,ONSHORE,OIL
m_272a,United States,32.27009046,-101.4188974,ONSHORE,OIL
m_272b,United States,32.2744277,-101.4255209,ONSHORE,OIL
m_273,United States,31.3641513,-101.7776279,ONSHORE,OIL
s_13000,United States,32.45890963,-101.8577062,ONSHORE,OIL
s_13002,United States,31.85223386,-101.7734945,ONSHORE,OIL
s_13003,United States,31.96802078,-102.1993012,ONSHORE,OIL
s_13060,United States,32.41248084,-102.2046474,ONSHORE,OIL
s_13062,United States,32.41057039,-101.2730469,ONSHORE,OIL
s_13071,United States,32.51772822,-101.5860474,ONSHORE,OIL
s_13076,United States,32.51638257,-101.5944287,ONSHORE,OIL
s_13087,United States,31.85374032,-101.7874524,ONSHORE,OIL
s_13117,United States,32.41737596,-102.1855865,ONSHORE,OIL
s_13131,United States,31.76645305,-102.3394721,ONSHORE,OIL
s_13134,United States,31.31549631,-101.6146172,ONSHORE,OIL
s_13144,United States,31.4161572,-101.4547824,ONSHORE,OIL
s_13158,United States,32.39955633,-101.7137473,ONSHORE,OIL
s_13183,United States,32.41504714,-101.2654048,ONSHORE,OIL
s_13188,United States,32.46527859,-101.8663418,ONSHORE,OIL
s_13194,United States,32.42527835,-101.3497066,ONSHORE,OIL
s_13216,United States,32.33674085,-101.5730396,ONSHORE,OIL
s_13222,United States,32.47703889,-101.6787086,ONSHORE,OIL
s_13234,United States,31.72843349,-102.166569,ONSHORE,OIL
s_13241,United States,32.44522189,-101.6022491,ONSHORE,OIL
s_13249,United States,31.85991857,-101.793144,ONSHORE,OIL
s_13251,United States,32.56254077,-101.3360465,ONSHORE,OIL
s_13253,United States,32.51548958,-101.4122731,ONSHORE,OIL
s_13260,United States,32.18107233,-101.385145,ONSHORE,OIL
s_13268,United States,31.54629148,-101.352664,ONSHORE,OIL
s_13283,United States,32.17549127,-101.3932724,ONSHORE,OIL
s_13284,United States,32.48907477,-101.5180946,ONSHORE,OIL
s_13285,United States,32.0966277,-101.8368132,ONSHORE,OIL
s_13300,United States,32.3706212,-102.1948988,ONSHORE,OIL
s_13306,United States,32.34601761,-101.7529277,ONSHORE,OIL
s_13359,United States,31.95882414,-101.4893569,ONSHORE,OIL
s_13388,United States,32.20502787,-101.3524019,ONSHORE,OIL
s_13402,United States,32.39439169,-102.3482745,ONSHORE,OIL
s_13406,United States,31.97654653,-102.1873545,ONSHORE,OIL
s_13407,United States,32.44531429,-101.6738031,ONSHORE,OIL
s_13409,United States,32.46078278,-101.9090254,ONSHORE,OIL
s_13414,United States,31.94852356,-101.4841789,ONSHORE,OIL
s_13436,United States,32.3005418,-102.166548,ONSHORE,OIL
s_13455,United States,32.02650118,-101.7347983,ONSHORE,OIL
s_13458,United States,32.34419914,-102.0121296,ONSHORE,OIL
s_13465,United States,32.35420781,-101.7598922,ONSHORE,OIL
s_13476,United States,32.24087416,-101.9059847,ONSHORE,OIL
s_13481,United States,32.43144359,-101.9129314,ONSHORE,OIL
s_13492,United States,31.69815653,-101.9784522,ONSHORE,OIL
s_13494,United States,32.48434486,-101.3558694,ONSHORE,OIL
s_13497,United States,32.26051811,-101.824976,ONSHORE,OIL
s_13502,United States,32.485054,-101.5945409,ONSHORE,OIL
s_13510,United States,32.50893995,-101.4395682,ONSHORE,OIL
s_13511a,United States,32.32479141,-102.0257849,ONSHORE,OIL
s_13511b,United States,32.31882925,-102.0247798,ONSHORE,OIL
s_13527,United States,31.52135141,-101.7538015,ONSHORE,OIL
s_13561,United States,32.39298231,-101.70206,ONSHORE,OIL
s_13570,United States,32.42605771,-101.3381493,ONSHORE,OIL
s_13575,United States,32.43128075,-101.3749309,ONSHORE,OIL
s_13582,United States,32.49886203,-101.6339818,ONSHORE,OIL
s_13595,United States,32.46920635,-101.9186274,ONSHORE,OIL
s_13602,United States,32.45999699,-101.4004566,ONSHORE,OIL
s_13607,United States,31.73783288,-101.799194,ONSHORE,OIL
s_13618,United States,32.4174102,-101.9722335,ONSHORE,OIL
s_13621,United States,31.53348112,-102.0574327,ONSHORE,OIL
s_13624,United States,31.7158609,-102.0157501,ONSHORE,OIL
s_13633,United States,32.37018178,-101.6571721,ONSHORE,OIL
s_13635,United States,32.2899426,-101.4182452,ONSHORE,OIL
s_13649a,United States,32.19061063,-102.005938,ONSHORE,OIL
s_13649b,United States,32.18725055,-102.0104576,ONSHORE,OIL
s_13655,United States,32.45299885,-101.6593625,ONSHORE,OIL
s_13663,United States,32.18035357,-102.194691,ONSHORE,OIL
s_13664,United States,32.45186432,-101.6272877,ONSHORE,OIL
s_13666,United States,32.26881117,-101.8157816,ONSHORE,OIL
s_13683,United States,31.34834557,-101.5702547,ONSHORE,OIL
s_13684,United States,31.78454183,-102.0518935,ONSHORE,OIL
s_13687,United States,32.37812454,-101.353104,ONSHORE,OIL
s_13692,United States,32.41716353,-101.9787064,ONSHORE,OIL
s_13702,United States,32.48570207,-101.4715685,ONSHORE,OIL
s_13707,United States,31.94115041,-101.727946,ONSHORE,OIL
s_13712,United States,32.38047957,-102.0101147,ONSHORE,OIL
s_13722,United States,32.20855498,-101.9811147,ONSHORE,OIL
s_13723,United States,31.90812641,-102.1413954,ONSHORE,OIL
s_13726b,United States,32.23022022,-101.6103309,ONSHORE,OIL
s_13729,United States,31.55646904,-102.0328756,ONSHORE,OIL
s_13731,United States,32.34520873,-101.6745485,ONSHORE,OIL
s_13732,United States,32.38803287,-102.2163401,ONSHORE,OIL
s_13734,United States,32.53608242,-101.5722935,ONSHORE,OIL
s_13748,United States,32.48370854,-101.4823675,ONSHORE,OIL
s_13755,United States,31.98291721,-102.3874764,ONSHORE,OIL
s_13757,United States,31.73624543,-102.0625497,ONSHORE,OIL
s_13759,United States,31.71688227,-102.1598382,ONSHORE,OIL
s_13770,United States,31.89023564,-101.6984076,ONSHORE,OIL
s_13772,United States,31.97439002,-102.1803668,ONSHORE,OIL
s_13787,United States,32.3976579,-101.9614006,ONSHORE,OIL
s_13789,United States,32.34868293,-101.3628988,ONSHORE,OIL
s_13795,United States,32.00584611,-102.0077902,ONSHORE,OIL
s_13797,United States,32.43737398,-101.897221,ONSHORE,OIL
s_13800,United States,31.79775013,-101.6697813,ONSHORE,OIL
s_13801a,United States,32.40599441,-101.3331526,ONSHORE,OIL
s_13801b,United States,32.40246436,-101.3287912,ONSHORE,OIL
s_13810,United States,32.4845043,-101.2721019,ONSHORE,OIL
s_13812,United States,32.43800528,-101.4885836,ONSHORE,OIL
s_13814,United States,31.50804739,-102.1837904,ONSHORE,OIL
s_13816,United States,31.66879405,-102.2714995,ONSHORE,OIL
s_13847,United States,32.21211534,-101.935252,ONSHORE,OIL
s_13855,United States,32.37379368,-102.014306,ONSHORE,OIL
s_13857,United States,32.13414263,-102.0009778,ONSHORE,OIL
s_13858,United States,32.45403686,-101.3952074,ONSHORE,OIL
s_13868,United States,32.48998948,-101.5110084,ONSHORE,OIL
s_13874,United States,31.61653914,-102.2105736,ONSHORE,OIL
s_13876,United States,32.30073786,-102.1865292,ONSHORE,OIL
s_13879,United States,32.37161814,-101.6490456,ONSHORE,OIL
s_13882,United States,32.26093385,-101.5997172,ONSHORE,OIL
s_13890,United States,32.13667553,-102.0109101,ONSHORE,OIL
s_13892,United States,31.28861016,-101.6184613,ONSHORE,OIL
s_13895,United States,31.2664579,-101.4045072,ONSHORE,OIL
s_13897,United States,31.70952792,-102.1767169,ONSHORE,OIL
s_13916,United States,31.4796028,-101.5928238,ONSHORE,OIL
s_13924,United States,32.40819975,-101.5479125,ONSHORE,OIL
s_13931,United States,32.2932855,-101.4958161,ONSHORE,OIL
s_13937,United States,32.38864981,-101.6090918,ONSHORE,OIL
s_13938,United States,32.37357475,-101.3651486,ONSHORE,OIL
s_13960,United States,32.49251259,-101.627945,ONSHORE,OIL
s_13980,United States,32.39251748,-102.2022442,ONSHORE,OIL
s_13998,United States,31.7998756,-102.0865934,ONSHORE,OIL
s_14003,United States,32.39515653,-102.1773491,ONSHORE,OIL
s_14009,United States,31.28584777,-101.608271,ONSHORE,OIL
s_14011,United States,32.38751965,-101.6974148,ONSHORE,OIL
s_14020,United States,32.22756878,-101.9973215,ONSHORE,OIL
s_14023,United States,31.65251073,-102.2604118,ONSHORE,OIL
s_14029,United States,32.42494837,-101.3163457,ONSHORE,OIL
s_14039,United States,32.35413212,-101.3951572,ONSHORE,OIL
s_14042,United States,32.4660246,-101.9584145,ONSHORE,OIL
s_14051,United States,32.52455117,-101.2182946,ONSHORE,OIL
s_14065,United States,31.54841295,-102.1246742,ONSHORE,OIL
s_14077,United States,32.46864516,-101.7409523,ONSHORE,OIL
s_14080,United States,32.39732072,-101.7204806,ONSHORE,OIL
s_14081,United States,31.27519465,-101.5811475,ONSHORE,OIL
s_14082,United States,31.62929804,-102.0508999,ONSHORE,OIL
s_14085,United States,32.13619597,-102.1379974,ONSHORE,OIL
s_14089,United States,31.62309614,-102.219308,ONSHORE,OIL
s_14090,United States,32.44175524,-101.6686774,ONSHORE,OIL
s_14091,United States,31.20164567,-101.8516184,ONSHORE,OIL
s_14094,United States,32.42037894,-102.1246073,ONSHORE,OIL
s_14095,United States,32.22446207,-101.7578461,ONSHORE,OIL
s_14097,United States,31.285473,-101.4114287,ONSHORE,OIL
s_14101,United States,32.55562348,-101.3562757,ONSHORE,OIL
s_14109,United States,31.31983577,-101.7645107,ONSHORE,OIL
s_14114,United States,32.4660272,-101.7515585,ONSHORE,OIL
s_14116,United States,32.02310396,-101.9989519,ONSHORE,OIL
s_14118a,United States,32.41592661,-101.2278161,ONSHORE,OIL
s_14118b,United States,32.41589909,-101.2374978,ONSHORE,OIL
s_14122,United States,32.37135093,-102.1817737,ONSHORE,OIL
s_14129,United States,31.53925357,-102.1228876,ONSHORE,OIL
s_14132,United States,32.29492082,-101.4666782,ONSHORE,OIL
s_14134,United States,32.47954154,-101.366519,ONSHORE,OIL
s_14141,United States,31.17724395,-101.3522137,ONSHORE,OIL
s_14149,United States,32.4812709,-101.4501961,ONSHORE,OIL
s_14157,United States,31.65500392,-102.3491703,ONSHORE,OIL
s_14172,United States,31.83264041,-101.6853541,ONSHORE,OIL
s_14173,United States,31.29541693,-101.6184924,ONSHORE,OIL
s_14176,United States,32.43900055,-101.7033952,ONSHORE,OIL
s_14180,United States,32.41962552,-101.2158573,ONSHORE,OIL
s_14190,United States,32.18618081,-101.3714222,ONSHORE,OIL
s_14194,United States,32.03029122,-102.0003834,ONSHORE,OIL
s_14210,United States,32.37544234,-101.5751589,ONSHORE,OIL
s_14214,United States,32.43303066,-102.3169955,ONSHORE,OIL
s_14218,United States,31.55786793,-102.0572661,ONSHORE,OIL
s_14219,United States,31.58442873,-101.4273857,ONSHORE,OIL
s_14221,United States,31.54036028,-101.5056226,ONSHORE,OIL
s_14223,United States,32.52401108,-101.198855,ONSHORE,OIL
s_14240,United States,32.14338344,-101.7029741,ONSHORE,OIL
s_14262,United States,32.44722881,-101.6182261,ONSHORE,OIL
s_14266,United States,31.67961631,-101.3168706,ONSHORE,OIL
s_14270,United States,32.37381492,-101.84634,ONSHORE,OIL
s_14274,United States,31.42236823,-101.4638526,ONSHORE,OIL
s_14275,United States,32.17195266,-101.4046084,ONSHORE,OIL
s_14277,United States,32.43050449,-101.5749606,ONSHORE,OIL
s_14284,United States,32.60892468,-101.5835423,ONSHORE,OIL
s_14285,United States,32.48214698,-101.2609421,ONSHORE,OIL
s_14286,United States,31.71484138,-102.0359269,ONSHORE,OIL
s_14296,United States,31.51140924,-102.1660925,ONSHORE,OIL
s_14307,United States,32.34966193,-101.747072,ONSHORE,OIL
s_14310,United States,31.56701778,-101.3853202,ONSHORE,OIL
s_14313,United States,32.30558187,-101.5942928,ONSHORE,OIL
s_14317,United States,31.38617706,-101.6381833,ONSHORE,OIL
s_14320,United States,32.33319996,-102.0242947,ONSHORE,OIL
s_14321,United States,32.37248208,-101.8361759,ONSHORE,OIL
s_14329,United States,32.30515339,-102.2046546,ONSHORE,OIL
s_14330,United States,32.33904822,-101.350258,ONSHORE,OIL
s_14336,United States,32.37059553,-102.4691897,ONSHORE,OIL
s_14341,United States,31.68459797,-101.936552,ONSHORE,OIL
s_14342a,United States,31.68461434,-102.2267723,ONSHORE,OIL
s_14342b,United States,31.68973428,-102.2211368,ONSHORE,OIL
s_14347,United States,31.38182745,-101.38363,ONSHORE,OIL
s_14355,United States,31.67475719,-102.2498339,ONSHORE,OIL
s_14363,United States,31.54623208,-102.0186783,ONSHORE,OIL
s_14364,United States,32.47799115,-101.6457477,ONSHORE,OIL
s_14376,United States,32.37609929,-101.6775109,ONSHORE,OIL
s_14381,United States,32.38866851,-102.1515054,ONSHORE,OIL
s_14382,United States,31.44260922,-102.177256,ONSHORE,OIL
s_14384,United States,32.39167055,-101.648101,ONSHORE,OIL
s_14393,United States,32.31033094,-102.2285538,ONSHORE,OIL
s_14394,United States,32.51858051,-101.5757963,ONSHORE,OIL
s_14395,United States,31.67676907,-102.0289875,ONSHORE,OIL
s_14398,United States,31.70623471,-102.0377138,ONSHORE,OIL
s_14399,United States,32.59998891,-101.2819166,ONSHORE,OIL
s_14410,United States,32.48202858,-101.2877806,ONSHORE,OIL
s_14411,United States,32.3144146,-102.1568758,ONSHORE,OIL
s_14415,United States,32.16182262,-101.3405841,ONSHORE,OIL
s_14418,United States,31.79880518,-102.0761559,ONSHORE,OIL
s_14422,United States,32.17034329,-101.4194767,ONSHORE,OIL
s_14434,United States,31.52534119,-101.5346396,ONSHORE,OIL
s_14435,United States,32.41249552,-101.6380274,ONSHORE,OIL
s_14448,United States,31.77469167,-102.1637769,ONSHORE,OIL
s_14451,United States,31.65239366,-102.0959132,ONSHORE,OIL
s_14452,United States,32.38608478,-101.634469,ONSHORE,OIL
s_14457,United States,31.97132768,-101.2367974,ONSHORE,OIL
s_14463,United States,32.41165037,-102.282843,ONSHORE,OIL
s_14470,United States,32.44910043,-101.4483812,ONSHORE,OIL
s_14474,United States,31.53024991,-102.0699223,ONSHORE,OIL
s_14479,United States,32.40013204,-102.1998652,ONSHORE,OIL
s_14499,United States,32.48812696,-101.6452834,ONSHORE,OIL
s_14501,United States,31.4717876,-101.4656783,ONSHORE,OIL
s_14510,United States,32.35865977,-101.8746857,ONSHORE,OIL
s_14523,United States,32.39933127,-101.310937,ONSHORE,OIL
s_14546,United States,32.39462888,-102.1314843,ONSHORE,OIL
s_14552,United States,31.41600046,-101.4486214,ONSHORE,OIL
s_14554,United States,31.31911873,-101.7806139,ONSHORE,OIL
s_14562,United States,32.43673916,-101.3818598,ONSHORE,OIL
s_14568,United States,32.16823926,-101.8930335,ONSHORE,OIL
s_14572,United States,32.07914551,-102.22258,ONSHORE,OIL
s_14574,United States,32.52257295,-101.6964642,ONSHORE,OIL
s_14576a,United States,31.62867475,-102.2292537,ONSHORE,OIL
s_14576b,United States,31.62105867,-102.2351549,ONSHORE,OIL
s_14582,United States,31.50067684,-101.5528293,ONSHORE,OIL
s_14584,United States,32.23819515,-101.734302,ONSHORE,OIL
s_14586,United States,32.40822347,-101.2833588,ONSHORE,OIL
s_14588,United States,31.69619606,-102.1016384,ONSHORE,OIL
s_14591,United States,31.74988802,-102.0648929,ONSHORE,OIL
s_14593,United States,32.1722058,-101.7333715,ONSHORE,OIL
s_14599,United States,31.72752225,-102.020201,ONSHORE,OIL
s_14600,United States,32.43889458,-101.947671,ONSHORE,OIL
s_14602,United States,31.34255465,-101.5788369,ONSHORE,OIL
s_14603,United States,32.48342201,-101.6064621,ONSHORE,OIL
s_14605,United States,31.63954753,-101.6532883,ONSHORE,OIL
s_14606,United States,32.23328716,-101.6842444,ONSHORE,OIL
s_14611a,United States,32.48400793,-101.3405612,ONSHORE,OIL
s_14611b,United States,32.48591514,-101.3315509,ONSHORE,OIL
s_14615,United States,31.67348623,-101.946807,ONSHORE,OIL
s_14633,United States,32.20998034,-101.3949781,ONSHORE,OIL
s_14641,United States,32.06787281,-102.1240003,ONSHORE,OIL
s_14643,United States,32.51280345,-101.5081888,ONSHORE,OIL
s_14645,United States,32.34536339,-102.0374738,ONSHORE,OIL
s_14649,United States,32.35742556,-102.2065563,ONSHORE,OIL
s_14654,United States,31.72770369,-102.2922969,ONSHORE,OIL
s_14656,United States,31.4339216,-101.7181789,ONSHORE,OIL
s_14662,United States,32.33348471,-101.4239555,ONSHORE,OIL
s_14666,United States,32.34686056,-101.6962195,ONSHORE,OIL
s_14669,United States,32.21101856,-101.9448588,ONSHORE,OIL
s_14682,United States,31.61850454,-101.7827373,ONSHORE,OIL
s_14686,United States,31.70742682,-102.01579,ONSHORE,OIL
s_14692,United States,32.09744228,-101.987969,ONSHORE,OIL
s_14697,United States,31.28124718,-101.6341875,ONSHORE,OIL
s_14700,United States,32.29332877,-102.0905192,ONSHORE,OIL
s_14706a,United States,32.42852997,-101.3670419,ONSHORE,OIL
s_14706b,United States,32.42408675,-101.3587629,ONSHORE,OIL
s_14708,United States,32.24486574,-101.8843089,ONSHORE,OIL
s_14719,United States,32.43295478,-101.5652702,ONSHORE,OIL
s_14731,United States,32.20986084,-101.9669654,ONSHORE,OIL
s_14732,United States,31.34476513,-101.7737663,ONSHORE,OIL
s_14734,United States,32.24564253,-101.8182439,ONSHORE,OIL
s_14737,United States,31.64168252,-102.1921588,ONSHORE,OIL
s_14738a,United States,31.47923649,-101.4221863,ONSHORE,OIL
s_14738b,United States,31.4921005,-101.4208315,ONSHORE,OIL
s_14753,United States,32.50577703,-101.4553594,ONSHORE,OIL
s_14757,United States,32.43997203,-101.713238,ONSHORE,OIL
s_14761,United States,31.99522788,-102.0288862,ONSHORE,OIL
s_14767,United States,31.34268684,-101.5558088,ONSHORE,OIL
s_14781,United States,32.28666253,-102.224187,ONSHORE,OIL
s_14783,United States,32.47357675,-101.668002,ONSHORE,OIL
s_14786,United States,31.97207595,-102.1598431,ONSHORE,OIL
s_14788a,United States,32.16547232,-102.1440674,ONSHORE,OIL
s_14798,United States,31.37200633,-101.6955302,ONSHORE,OIL
s_14801,United States,32.23213477,-102.0086378,ONSHORE,OIL
s_14804,United States,31.8096918,-102.0265136,ONSHORE,OIL
s_14805,United States,32.42555339,-101.511589,ONSHORE,OIL
s_14807,United States,32.35374547,-101.8027944,ONSHORE,OIL
s_14810,United States,31.48038102,-101.8332975,ONSHORE,OIL
s_14822,United States,32.42726262,-101.2988834,ONSHORE,OIL
s_14823,United States,32.2638256,-101.9766461,ONSHORE,OIL
s_14830,United States,32.30190496,-101.4091286,ONSHORE,OIL
s_14834b,United States,31.3754442,-101.7327613,ONSHORE,OIL
s_14837a,United States,31.48834901,-101.6662529,ONSHORE,OIL
s_14838,United States,31.39088389,-102.0606794,ONSHORE,OIL
s_14847,United States,32.4292193,-101.9232104,ONSHORE,OIL
s_14850,United States,31.72898678,-102.0651952,ONSHORE,OIL
s_14851,United States,32.28580605,-101.4324219,ONSHORE,OIL
s_14853,United States,32.43150224,-101.4553104,ONSHORE,OIL
s_14854,United States,31.29053422,-101.8131972,ONSHORE,OIL
s_14855,United States,32.44110648,-101.5983448,ONSHORE,OIL
s_14858,United States,32.59257986,-101.7886928,ONSHORE,OIL
s_14859,United States,31.89770543,-101.929101,ONSHORE,OIL
s_14862,United States,31.43260706,-101.5282439,ONSHORE,OIL
s_14863,United States,32.44523774,-101.4316083,ONSHORE,OIL
s_14869,United States,32.45595056,-101.8792753,ONSHORE,OIL
s_14871,United States,32.48739986,-101.8622021,ONSHORE,OIL
s_14873,United States,31.2246401,-101.2467948,ONSHORE,OIL
s_14874,United States,32.40306698,-102.3375765,ONSHORE,OIL
s_14877,United States,32.44054537,-102.3676987,ONSHORE,OIL
s_14878,United States,32.35769702,-102.0093431,ONSHORE,OIL
s_14879,United States,31.31748982,-101.8192038,ONSHORE,OIL
s_14888,United States,32.47415741,-101.9886895,ONSHORE,OIL
s_14892,United States,32.36361382,-101.8884063,ONSHORE,OIL
s_14898,United States,31.50912537,-101.3993157,ONSHORE,OIL
s_14900,United States,31.72259663,-102.0760687,ONSHORE,OIL
s_14902a,United States,31.69131118,-102.0944514,ONSHORE,OIL
s_14902b,United States,31.67880896,-102.0979574,ONSHORE,OIL
s_14912,United States,32.48649147,-102.140727,ONSHORE,OIL
s_14919,United States,32.45081672,-101.2036152,ONSHORE,OIL
s_14923,United States,31.59362699,-101.997002,ONSHORE,OIL
s_14926,United States,32.50287526,-101.4629666,ONSHORE,OIL
s_14929,United States,32.52763544,-101.276748,ONSHORE,OIL
s_14930,United States,31.98948612,-101.8006116,ONSHORE,OIL
s_14939,United States,32.39406983,-102.2307006,ONSHORE,OIL
s_14940a,United States,31.98237178,-101.7236583,ONSHORE,OIL
s_14940b,United States,31.98265498,-101.7390375,ONSHORE,OIL
s_14943,United States,32.42607606,-102.1177058,ONSHORE,OIL
s_14944,United States,32.48553901,-102.1913661,ONSHORE,OIL
s_14962,United States,32.45759031,-101.4698158,ONSHORE,OIL
s_14965,United States,32.49991406,-101.6155161,ONSHORE,OIL
s_14966,United States,32.36923348,-101.5105994,ONSHORE,OIL
s_14969,United States,32.49552104,-101.5743114,ONSHORE,OIL
s_14974,United States,31.85821873,-101.7635033,ONSHORE,OIL
s_14975,United States,32.51323968,-101.285985,ONSHORE,OIL
s_14977,United States,32.40535303,-101.159396,ONSHORE,OIL
s_14982,United States,32.42325316,-101.4123253,ONSHORE,OIL
s_14983,United States,31.54736012,-101.3690841,ONSHORE,OIL
s_14990,United States,31.37885072,-101.6357053,ONSHORE,OIL
s_14994,United States,32.52053369,-101.4069525,ONSHORE,OIL
s_14997,United States,31.55454044,-102.2464375,ONSHORE,OIL
s_15010,United States,31.73580809,-102.2809128,ONSHORE,OIL
s_15015,United States,31.39074144,-101.8969868,ONSHORE,OIL
s_15026,United States,32.26557697,-101.7874953,ONSHORE,OIL
s_15030,United States,32.35336932,-101.9787581,ONSHORE,OIL
s_15034,United States,31.69978316,-102.0813821,ONSHORE,OIL
s_15035,United States,31.95898749,-102.2144133,ONSHORE,OIL
s_15037,United States,32.01168047,-101.7084443,ONSHORE,OIL
s_15038,United States,32.09100274,-101.7656498,ONSHORE,OIL
s_15042,United States,32.38845872,-102.0390672,ONSHORE,OIL
s_15044,United States,32.15979886,-101.3295765,ONSHORE,OIL
s_15045,United States,31.34944289,-101.4022924,ONSHORE,OIL
s_15051,United States,31.39873174,-101.6535049,ONSHORE,OIL
s_15052,United States,31.17545497,-101.3362353,ONSHORE,OIL
s_15053,United States,32.48691451,-101.5863305,ONSHORE,OIL
s_15056,United States,32.30356194,-102.002962,ONSHORE,OIL
s_15061,United States,31.69035743,-101.9723208,ONSHORE,OIL
s_15069,United States,32.23883501,-101.5626254,ONSHORE,OIL
s_15071,United States,32.32625624,-101.7169185,ONSHORE,OIL
s_15074,United States,31.76904324,-101.7318909,ONSHORE,OIL
s_15078,United States,32.43657242,-102.1539073,ONSHORE,OIL
s_15086,United States,31.9979627,-102.0214835,ONSHORE,OIL
s_15092,United States,32.41457754,-101.5578092,ONSHORE,OIL
s_15093,United States,31.38970679,-101.664199,ONSHORE,OIL
s_15097,United States,31.3789206,-101.3993185,ONSHORE,OIL
s_15100,United States,32.30033407,-101.5836714,ONSHORE,OIL
s_15104,United States,32.05153491,-101.9978428,ONSHORE,OIL
s_15105,United States,32.3605794,-101.3718749,ONSHORE,OIL
s_15107,United States,31.7078584,-102.1633328,ONSHORE,OIL
s_15114,United States,31.3559206,-101.8896563,ONSHORE,OIL
s_15118,United States,31.73072321,-102.1331528,ONSHORE,OIL
s_15132,United States,31.91036988,-101.7797525,ONSHORE,OIL
s_15140,United States,31.72150936,-101.9864927,ONSHORE,OIL
s_15143,United States,31.670542,-102.0711958,ONSHORE,OIL
s_15144,United States,31.45314012,-101.3022457,ONSHORE,OIL
s_15145,United States,32.49093239,-101.4398109,ONSHORE,OIL
s_15153,United States,31.88164952,-101.5465217,ONSHORE,OIL
s_15161,United States,31.37319972,-101.7127194,ONSHORE,OIL
s_15162a,United States,32.37938231,-101.5310823,ONSHORE,OIL
s_15162b,United States,32.37702647,-101.5420787,ONSHORE,OIL
s_15169,United States,32.01573271,-101.2784634,ONSHORE,OIL
s_15171,United States,31.44295235,-102.1903756,ONSHORE,OIL
s_15175,United States,31.64110681,-102.0470497,ONSHORE,OIL
s_15181,United States,32.10499637,-101.8419587,ONSHORE,OIL
s_15182a,United States,31.52294596,-102.085895,ONSHORE,OIL
s_15182b,United States,31.53214719,-102.0898201,ONSHORE,OIL
s_15185,United States,32.41604742,-101.2471145,ONSHORE,OIL
s_15195,United States,31.62742341,-102.203113,ONSHORE,OIL
s_15198,United States,32.44567256,-101.2868081,ONSHORE,OIL
s_15199,United States,31.40187207,-101.7193459,ONSHORE,OIL
s_15200,United States,31.48869386,-101.6471873,ONSHORE,OIL
s_15208,United States,32.39476755,-102.0142058,ONSHORE,OIL
s_15209,United States,32.36180293,-102.1455144,ONSHORE,OIL
s_15211,United States,31.6692479,-102.0983581,ONSHORE,OIL
s_15214,United States,32.39719456,-101.4058853,ONSHORE,OIL
s_15219,United States,32.51133361,-101.9378447,ONSHORE,OIL
s_15223,United States,31.86791152,-101.6583834,ONSHORE,OIL
s_15230,United States,31.82599143,-102.0659139,ONSHORE,OIL
s_15231,United States,32.63240367,-102.0300455,ONSHORE,OIL
s_15232,United States,31.48189447,-102.0338315,ONSHORE,OIL
s_15237,United States,32.52509046,-101.6849546,ONSHORE,OIL
s_15249,United States,32.46293481,-101.5053026,ONSHORE,OIL
s_15251,United States,32.64658095,-101.4946932,ONSHORE,OIL
s_15257,United States,31.99087406,-102.2170084,ONSHORE,OIL
s_15260,United States,32.23864632,-102.0463809,ONSHORE,OIL
s_15266,United States,32.14850262,-102.1837826,ONSHORE,OIL
s_15267,United States,32.29668115,-101.7713232,ONSHORE,OIL
s_15268,United States,32.39061985,-101.5685677,ONSHORE,OIL
s_15271,United States,32.58072733,-101.7204258,ONSHORE,OIL
s_15272,United States,31.88857809,-101.5968942,ONSHORE,OIL
s_15276,United States,31.29894483,-101.1844526,ONSHORE,OIL
s_15292,United States,31.65177462,-102.0748058,ONSHORE,OIL
s_15294a,United States,31.846071770000002,-101.7723414,ONSHORE,OIL
s_15294b,United States,31.84562216,-101.7570746,ONSHORE,OIL
s_15295,United States,32.15365365,-101.930676,ONSHORE,OIL
s_15297,United States,31.33805309,-101.808792,ONSHORE,OIL
s_15301,United States,32.27885153,-102.4509425,ONSHORE,OIL
s_15302,United States,32.21604607,-101.9176719,ONSHORE,OIL
s_15304,United States,31.73816231,-102.1592692,ONSHORE,OIL
s_15308a,United States,32.39182076,-101.9696374,ONSHORE,OIL
s_15308b,United States,32.38623289,-101.9635675,ONSHORE,OIL
s_15309,United States,32.24856697,-101.5828393,ONSHORE,OIL
s_15310,United States,32.41363602,-101.5366806,ONSHORE,OIL
s_15317,United States,32.42339883,-101.1707242,ONSHORE,OIL
